127.0.0.1 - - [11/Oct/2023:10:03:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /1697000071/certificate/10.4.65.28 HTTP/1.1" 404 792
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /cas/login HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /v2.0/environments/10.4.65.28 HTTP/1.1" 404 787
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /SAPHostControl/?wsdl HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /puppet-ca/v1/certificate/10.4.65.28 HTTP/1.1" 404 798
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /puppet/v3/facts/10.4.65.28 HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /cgi-bin/printenv HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /auth/login HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /dagent/proxyreg.asp?List= HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET /index.php?app=main&inc=core_auth&route=login HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET /cgi-bin/pdesk.cgi?lang=../../../../../../../../etc/passwd%00 HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET //perl?-v HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:39 -0700] "GET /html/en/index.htm HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET //perl.exe?-v HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /admin HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /admin HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /login.htm HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /exchweb/bin/auth/owalogon.asp?url=http://12345678910 HTTP/1.1" 404 792
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /owa/auth/logon.aspx HTTP/1.1" 404 778
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /exchange/logon.asp HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /ossim/session/login.php HTTP/1.1" 404 782
172.16.5.98 - - [11/Oct/2023:10:24:40 -0700] "GET /otrs/index.pl HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET /.DS_Store HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET /ws_utc/login.do HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET /av/api/1.0/system/local/tasks HTTP/1.1" 404 800
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET /cs/idcplg?IdcService=GET_ENVIRONMENT&IsJson=1 HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:41 -0700] "GET /ad_click.asp?banner_id=' HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:24:42 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:42 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET /wls_utc/ HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET /web-determinations/?CookieSet=true HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET /gateway/login HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET /idc/idcplg?IdcService=GET_ENVIRONMENT&IsJson=1 HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET //idcplg?IdcService=GET_ENVIRONMENT&IsJson=1 HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:24:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET /portal/page/portal/Design_Time_PG/Welcome HTTP/1.1" 404 808
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET /mapviewer/omserver?getv=t HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET /dndirector/dashboard/Show.dn HTTP/1.1" 404 787
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET /btmui/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:45 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:46 -0700] "GET /page/portal/Design_Time_PG/Welcome HTTP/1.1" 404 797
172.16.5.98 - - [11/Oct/2023:10:24:46 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:46 -0700] "GET /dndirector HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:46 -0700] "GET /ords/ HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET /apex/listenerConfigure HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET /apex/f?p=nessuscheck HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET /portal/pls/portal/PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 807
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET /pls/apex/f?p=nessuscheck HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET /cgi-bin/luci HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:47 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /dwr/index.html HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /cgi-bin/pub/pki?cmd=serverInfo HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /login.jsp HTTP/1.1" 404 739
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /ofbizsetup/control/checkLogin HTTP/1.1" 404 788
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /portal/pls/portal/DEV_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 811
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /ordermgr/control/checkLogin HTTP/1.1" 404 786
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /portal/pls/portal/DEV1_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:48 -0700] "GET /NoviSurvey/Login.aspx HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /Login.aspx HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /portal/pls/portal/DEV2_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /netbasic/websinfo.bas HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /portal/pls/portal/DEV3_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /lcgi/sewse.nlm?sys:/novonyx/suitespot/docs/sewse/misc/allfield.jse HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /lcgi/sewse.nlm?sys:/novonyx/suitespot/docs/sewse/misc/test.jse HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /portal/pls/portal/DEV4_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /perl/samples/lancgi.pl HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /nsn/..%5Cutil/chkvol.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /portal/pls/portal/DEV5_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /perl/samples/ndslogin.pl HTTP/1.1" 404 783
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /perl/samples/volscgi.pl HTTP/1.1" 404 782
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /perl/samples/env.pl HTTP/1.1" 404 778
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /nsn/env.bas HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /nps/servlet/portal HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET /nsn/fdir.bas HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:24:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /portal/pls/portal/DEV6_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /IDMProv/jsps/help/Help.jsp HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /portal/pls/portal/DEV7_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /portal/pls/portal/DEV8_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /logout HTTP/1.0" 404 757
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /portal/pls/portal/DEV9_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 812
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /examples/jsp/source.jsp?%2e%2e/%2e%2e/%2e%2e/%2e%2e/system/autoexec.ncf HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /pls/portal/PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 796
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "POST /perl/ HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /pls/portal/DEV_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 800
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /help/contents.htm HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /manual/ag/contents.htm HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:24:50 -0700] "GET /pls/portal/DEV1_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:51 -0700] "GET /nsn/..%5Cutil/dir.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:51 -0700] "GET /pls/portal/DEV2_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:51 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:51 -0700] "GET /gwadmin-console/login.jsp HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:51 -0700] "GET /pls/portal/DEV3_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /pls/portal/DEV4_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /pls/portal/DEV5_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /nsn/..%5Cutil/glist.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /images HTTP/1.1" 404 757
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /pls/portal/DEV6_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /nsn/..%5Cutil/lancard.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /baselining/version HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /pls/portal/DEV7_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /nps/servlet/portalservice HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /pls/portal/DEV8_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET /index.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /pls/portal/DEV9_PORTAL_DEMO.ORG_CHART.SHOW HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /userSession.do?method=getLanguage HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /qsoap.qap HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /login.php HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /nsn/..%5Cutil/set.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET /nacos/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:53 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET /nsn/..%5Cutil/userlist.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET //Help.action HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET /nsn/..%5Cweb/env.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET /mod_gzip_status HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET /Explorer/index.html HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:54 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET /nsn/..%5Cwebdemo/fdir.bas HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET /uddipublic/default.aspx HTTP/1.1" 404 778
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET /uddi/default.aspx HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET /sabin/SiteAdmin.htm HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:55 -0700] "GET /admin/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET /reporter/client.jsp HTTP/1.1" 404 753
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET /admin/LocalIndex.html HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET /index.exp HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:57 -0700] "GET /scmadmin/ HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET /scmadmin/LocalIndex.html HTTP/1.1" 404 779
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET /core/orionSplashScreen.do HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /login.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /PassTrixMain.cc HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /LoginPage.do HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /LoginPage.do HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /netflow/html/aboutus.jsp HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET /LoginPage.do HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /login.do HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /help/introduction/release-notes.html HTTP/1.1" 404 795
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /event/index.do HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /NCMContainer.cc HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /configurations.do HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET /index.do HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:03 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:04 -0700] "POST /servlet/GetProductVersion HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /stcenter.nsf HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smconf.nsf HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smadmr5.nsf HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /Sametime/buildinfo.txt HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smency.nsf HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smftypes.nsf HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smsmvlog.nsf HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smhelp.nsf HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:05 -0700] "GET /smmsg.nsf HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET /smtime.nsf HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET /smquar.nsf HTTP/1.1" 404 761
